name,serving_size,calories,proteins,carbohydrate,fat,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,name_clean,food_category
Kewpie Thousand island,1 g,70.0,1.0,4.0,6.0,0.0,260.0,0.0,3.26,1.67,1.23,8.96,17.33,0.0,18.0,0.0,0.0,4.0,9.0,0.0,kewpie thousand island,Low Carb
Kewpie Tomat pedas,1 g,80.0,1.0,5.0,6.0,0.0,350.0,0.0,3.72,1.67,1.54,8.96,23.33,0.0,24.0,0.0,0.0,4.0,9.0,0.0,kewpie tomat pedas,Low Carb
Kewpie Wijen sangrai,1 g,90.0,1.0,5.0,7.0,0.0,190.0,0.0,4.19,1.67,1.54,10.45,12.67,0.0,13.0,0.0,0.0,5.0,11.0,0.0,kewpie wijen sangrai,Low Carb
"Kentang, segar",0.80 g,62.0,2.1,13.5,0.2,0.0,7.0,0.5,2.88,3.5,4.15,0.3,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kentang, segar",Low Sugar
Happytos,1 g,144.0,2.0,16.0,7.0,0.0,0.0,1.0,6.7,3.33,4.92,10.45,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,happytos,Low Sugar
japato potato chips rasa happy honey butter,1 g,100.0,1.0,13.0,5.0,0.0,270.0,0.0,4.65,1.67,4.0,7.46,18.0,0.0,18.0,0.0,0.0,5.0,8.0,0.0,japato potato chips rasa happy honey butter,Low Sugar
Happy Tos Corn Chips,1 g,130.0,2.0,16.0,6.0,1.0,100.0,1.0,6.05,3.33,4.92,8.96,6.67,13.0,7.0,0.0,0.0,0.0,9.0,0.0,happy tos corn chips,Low Sugar
Yoshinoya Beef bowl (Large bowl),5 g,1040.0,43.0,131.0,38.0,8.0,0.0,5.0,48.37,71.67,40.31,56.72,0.0,0.0,0.0,72.0,0.0,49.0,57.0,0.0,yoshinoya beef bowl (large bowl),High protein
Yoshinoya Teriyaki (Large bowl),9 g,1140.0,66.0,165.0,25.0,25.0,0.0,9.0,53.02,110.0,50.77,37.31,0.0,0.0,0.0,110.0,51.0,54.0,0.0,0.0,yoshinoya teriyaki (large bowl),High protein
"Daun sintrong, segar",1.90 g,36.0,2.6,6.1,0.9,0.0,64.0,1.7,1.67,4.33,1.88,1.34,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun sintrong, segar",Low Carb
"Daun ubi tinta, segar",1.20 g,55.0,1.7,11.9,0.1,0.0,10.0,7.6,2.56,2.83,3.66,0.15,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun ubi tinta, segar",Low Sugar
Sukun muda,1 g,119.0,1.4,28.1,0.2,0.0,24.0,1.4,5.53,2.33,8.65,0.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sukun muda,Low Sugar
Kacang tanah sangan tanpa selaput,2.70 g,559.0,26.9,23.6,44.2,0.0,33.0,2.6,26.0,44.83,7.26,65.97,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang tanah sangan tanpa selaput,High protein
"Daun selasih, segar",1.90 g,62.0,4.0,10.5,0.5,0.0,3.0,5.3,2.88,6.67,3.23,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun selasih, segar",Low Sugar
"Peterseli, segar",2.40 g,53.0,3.7,9.0,1.0,0.0,18.0,0.0,2.47,6.17,2.77,1.49,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"peterseli, segar",Low Carb
Kenari kering,3 g,657.0,15.0,13.0,66.0,0.0,3.0,0.0,30.56,25.0,4.0,98.51,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kenari kering,High protein
"Pindang kenari, masakan",2.80 g,124.0,9.5,0.0,9.6,0.0,370.0,0.0,5.77,15.83,0.0,14.33,24.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"pindang kenari, masakan",Low Carb
"Daun pepaya, segar",2.70 g,87.0,8.0,11.9,2.0,0.0,4.0,1.5,4.05,13.33,3.66,2.99,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun pepaya, segar",Low Sugar
"Kabau, segar",0.60 g,130.0,6.7,25.2,0.3,0.0,1.0,2.9,6.05,11.17,7.75,0.45,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kabau, segar",Low Sugar
"Ayam goreng sukabumi, dada",3.40 g,244.0,36.7,1.0,9.2,0.0,0.0,0.0,11.35,61.17,0.31,13.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ayam goreng sukabumi, dada",High protein
"Ayam goreng sukabumi, paha",3.60 g,283.0,35.7,0.5,14.3,0.0,0.0,0.0,13.16,59.5,0.15,21.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ayam goreng sukabumi, paha",High protein
Jamur encik,2.70 g,296.0,9.4,62.0,0.1,0.0,2.0,0.0,13.77,15.67,19.08,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jamur encik,Low Sugar
French fries,4 g,380.0,5.0,53.0,17.0,0.0,0.0,4.0,17.67,8.33,16.31,25.37,0.0,0.0,0.0,0.0,17.0,18.0,26.0,0.0,french fries,Low Sugar
Curry Croquette,1 g,180.0,1.0,21.0,9.0,1.0,0.0,1.0,8.37,1.67,6.46,13.43,0.0,0.0,0.0,0.0,7.0,9.0,14.0,0.0,curry croquette,Low Sugar
Jantung pisang segar,1.20 g,32.0,1.2,7.1,0.3,0.0,3.0,3.2,1.49,2.0,2.18,0.45,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jantung pisang segar,Low Carb
"Jeruk nipis, segar",0.40 g,44.0,0.5,10.0,0.2,0.0,3.0,0.4,2.05,0.83,3.08,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jeruk nipis, segar",Low Carb
"Pempek belida, masakan",1.40 g,156.0,4.2,31.6,1.4,0.0,0.0,0.2,7.26,7.0,9.72,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"pempek belida, masakan",Low Sugar
"Pempek kapal selam, masakan",1.60 g,152.0,4.5,28.2,2.3,0.0,628.0,0.0,7.07,7.5,8.68,3.43,41.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"pempek kapal selam, masakan",Low Sugar
"Sapi, daleman, segar",2.10 g,183.0,12.0,1.4,14.4,0.0,277.0,0.0,8.51,20.0,0.43,21.49,18.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sapi, daleman, segar",Low Carb
Ayam brand tuna dalam air,13 g,50.0,13.0,0.0,0.0,0.0,0.0,0.0,2.33,21.67,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,ayam brand tuna dalam air,Low Carb
"Daun matel ambon, segar",3 g,71.0,6.8,11.5,1.6,0.0,0.0,4.6,3.3,11.33,3.54,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun matel ambon, segar",Low Sugar
"Daun singkong ambon, segar",2.90 g,144.0,12.7,25.2,1.2,0.0,44.0,10.2,6.7,21.17,7.75,1.79,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun singkong ambon, segar",Low Sugar
"Pisang ambon, segar",1 g,108.0,1.0,24.3,0.8,0.0,10.0,1.9,5.02,1.67,7.48,1.19,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"pisang ambon, segar",Low Sugar
WRP lose weight meal replacement,3 g,15.0,14.0,35.0,1.5,16.0,260.0,3.0,9.77,23.33,10.77,2.24,17.33,0.0,18.0,24.0,0.0,0.0,0.0,0.0,wrp lose weight meal replacement,Healthy
Ayam bacem,13.70 g,147.0,13.7,8.3,6.7,0.0,0.0,0.0,6.84,22.83,2.55,10.0,0.0,0.0,0.0,23.0,0.0,7.0,10.0,0.0,ayam bacem,Low Carb
Tahu bacem,1.90 g,24.0,1.9,1.09,1.47,0.0,34.0,0.0,1.12,3.17,0.34,2.19,2.27,0.0,3.0,4.0,0.0,0.0,3.0,0.0,tahu bacem,Low Carb
cemcem pilus rasa keju panggang,1 g,100.0,1.0,13.0,5.0,0.0,270.0,0.0,4.65,1.67,4.0,7.46,18.0,0.0,18.0,0.0,0.0,5.0,8.0,0.0,cemcem pilus rasa keju panggang,Low Sugar
Pronas kornet ayam,2 g,70.0,5.0,5.0,3.0,0.0,0.0,2.0,3.26,8.33,1.54,4.48,0.0,0.0,0.0,9.0,0.0,0.0,5.0,7.0,pronas kornet ayam,Low Carb
"Tebu terubuk (lilin), segar",1 g,30.0,4.6,3.0,0.4,0.0,699.0,0.8,1.4,7.67,0.92,0.6,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"tebu terubuk (lilin), segar",Low Carb
Bentul kukus,0.90 g,71.0,2.3,15.4,0.3,0.0,0.0,0.5,3.3,3.83,4.74,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bentul kukus,Low Sugar
"Nanas palembang, segar",0.30 g,58.0,0.7,13.3,0.2,0.0,7.0,1.6,2.7,1.17,4.09,0.3,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"nanas palembang, segar",Low Sugar
"Empal (daging) goreng, masakan",2 g,248.0,36.2,10.1,6.9,0.0,848.0,0.0,11.53,60.33,3.11,10.3,56.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"empal (daging) goreng, masakan",High protein
"Ikan Paling, segar",1 g,303.0,14.0,0.0,27.0,0.0,43.0,0.0,14.09,23.33,0.0,40.3,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan paling, segar",Low Carb
Esprecielo caramel macchiato,0 g,110.0,1.0,17.0,4.0,10.0,0.0,0.0,5.12,1.67,5.23,5.97,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,esprecielo caramel macchiato,Healthy
Starbucks Espresso Brownie,4 g,370.0,4.0,43.0,21.0,30.0,115.0,0.0,17.21,6.67,13.23,31.34,7.67,0.0,0.0,0.0,14.0,18.0,32.0,0.0,starbucks espresso brownie,Snack
Piatos iga penyet,0 g,60.0,0.0,7.0,3.5,0.0,80.0,0.0,2.79,0.0,2.15,5.22,5.33,0.0,6.0,0.0,0.0,3.0,6.0,0.0,piatos iga penyet,Low Carb
piattos iga penyet,1 g,60.0,1.0,13.0,7.0,0.0,160.0,0.0,5.58,1.67,4.0,10.45,10.67,15.0,11.0,0.0,0.0,0.0,11.0,0.0,piattos iga penyet,Low Sugar
Pia 100 Rasa Kacang Hijau,2 g,100.0,2.0,17.0,3.0,0.0,15.0,0.0,4.65,3.33,5.23,4.48,1.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,pia 100 rasa kacang hijau,Low Sugar
japato potato chips rasa rumput laut,1 g,150.0,1.0,15.0,10.0,0.0,150.0,0.0,6.98,1.67,4.62,14.93,10.0,0.0,10.0,0.0,0.0,7.0,15.0,0.0,japato potato chips rasa rumput laut,Low Sugar
Pork rib,19.90 g,211.0,19.9,0.0,12.01,0.0,0.0,0.0,9.81,33.17,0.0,17.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pork rib,High protein
Kacang tanah sangan,2.10 g,560.0,29.5,24.1,43.0,0.0,34.0,2.9,26.05,49.17,7.42,64.18,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang tanah sangan,High protein
Frozen food Puff Pastry Sheet,3 g,200.0,3.0,18.0,13.0,0.0,0.0,0.0,9.3,5.0,5.54,19.4,0.0,0.0,0.0,0.0,6.0,10.0,20.0,0.0,frozen food puff pastry sheet,Low Sugar
Cheetos Puffs,0.90 g,160.0,2.0,16.0,10.0,0.9,0.0,0.9,7.44,3.33,4.92,14.93,0.0,0.0,0.0,0.0,5.0,8.0,15.0,0.0,cheetos puffs,Low Sugar
Promina puff rasa blueberry,1 g,80.0,1.0,10.0,3.0,0.0,0.0,0.0,3.72,1.67,3.08,4.48,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,promina puff rasa blueberry,Low Carb
Floridina Orange Pulp & Coco Bitz,0 g,90.0,0.0,21.0,0.0,19.0,25.0,0.0,4.19,0.0,6.46,0.0,1.67,0.0,2.0,0.0,7.0,5.0,0.0,0.0,floridina orange pulp & coco bitz,Healthy
Minute Maid Pulpy rasa jambu,0 g,0.0,0.0,23.0,0.0,22.0,20.0,0.0,4.19,0.0,7.08,0.0,1.33,0.0,2.0,0.0,8.0,5.0,0.0,0.0,minute maid pulpy rasa jambu,Healthy
Minute Maid Pulpy rasa jeruk,0 g,130.0,0.0,34.0,0.0,27.0,45.0,0.0,6.05,0.0,10.46,0.0,3.0,0.0,3.0,0.0,11.0,7.0,0.0,0.0,minute maid pulpy rasa jeruk,Healthy
Minute Maid Pulpy rasa anggur dengan nata de coco,0 g,0.0,0.0,28.0,0.0,24.0,10.0,0.0,5.12,0.0,8.62,0.0,0.67,0.0,1.0,0.0,9.0,6.0,0.0,0.0,minute maid pulpy rasa anggur dengan nata de coco,Healthy
kentang rebus,2.50 g,76.0,1.37,17.72,0.14,5.74,27.0,2.5,3.53,2.28,5.45,0.21,1.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,kentang rebus,Healthy
"Ikan Cakalang, segar",1.20 g,107.0,19.6,5.5,0.7,0.0,66.0,0.0,4.98,32.67,1.69,1.04,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan cakalang, segar",High protein
Jawara cabai tabur jambal,0 g,10.0,0.0,2.0,0.0,0.0,150.0,0.0,0.47,0.0,0.62,0.0,10.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,jawara cabai tabur jambal,Low Carb
Jawara cabai tabur bawang goreng,0 g,10.0,0.0,2.0,0.0,0.0,150.0,0.0,0.47,0.0,0.62,0.0,10.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,jawara cabai tabur bawang goreng,Low Carb
Red Bull,0 g,112.0,0.0,28.0,0.0,0.0,0.0,0.0,5.21,0.0,8.62,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,red bull,Low Sugar
Sushi red bull roll,1 g,484.0,28.0,72.0,7.5,28.0,0.0,1.0,22.51,46.67,22.15,11.19,0.0,0.0,0.0,47.0,23.0,23.0,0.0,0.0,sushi red bull roll,High protein
OREO SOFT CAKE,1 g,80.0,1.0,8.0,5.0,0.0,50.0,0.0,3.72,1.67,2.46,7.46,3.33,0.0,4.0,0.0,0.0,4.0,8.0,0.0,oreo soft cake,Low Carb
Koko krunch,1 g,110.0,2.0,23.0,1.0,9.0,0.0,1.0,5.12,3.33,7.08,1.49,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,koko krunch,Healthy
Krupuk udang Ny. Siok (mentah),2 g,70.0,2.0,16.0,0.0,2.0,260.0,0.0,3.26,3.33,4.92,0.0,17.33,0.0,18.0,4.0,5.0,0.0,0.0,0.0,krupuk udang ny. siok (mentah),Low Sugar
Cookies Oat krunch coklat gelap,2 g,120.0,2.0,18.0,4.5,6.0,0.0,2.0,5.58,3.33,5.54,6.72,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,cookies oat krunch coklat gelap,Healthy
Kacang tunis,3.20 g,351.0,12.2,72.9,1.2,0.0,1.0,29.5,16.33,20.33,22.43,1.79,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang tunis,Low Sugar
"Carica papaya, segar",0.90 g,24.0,1.9,3.7,0.2,0.0,0.0,1.0,1.12,3.17,1.14,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"carica papaya, segar",Low Carb
Rica-rica taipa,1.40 g,49.0,1.6,10.0,0.3,0.0,426.0,0.0,2.28,2.67,3.08,0.45,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rica-rica taipa,Low Carb
Babi hutan masak rica,2.70 g,491.0,24.6,0.2,16.3,0.0,1415.0,0.0,22.84,41.0,0.06,24.33,94.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,babi hutan masak rica,High protein
"Tikus rica, masakan",4 g,257.0,18.8,3.8,18.5,0.0,1724.0,0.0,11.95,31.33,1.17,27.61,114.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"tikus rica, masakan",High protein
"Merica, kering",4.40 g,365.0,11.5,64.4,6.8,0.0,4.0,1.0,16.98,19.17,19.82,10.15,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"merica, kering",Low Sugar
"Ale, toge, tauge, kecambah, segar",0.70 g,37.0,4.4,3.8,0.5,0.0,2.0,1.7,1.72,7.33,1.17,0.75,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ale, toge, tauge, kecambah, segar",Low Carb
Folabee rasa coklat,2 g,25.0,3.0,26.0,5.0,9.0,190.0,2.0,7.44,5.0,8.0,7.46,12.67,13.0,13.0,0.0,8.0,0.0,0.0,0.0,folabee rasa coklat,Healthy
Pop Ice Rasa Cokelat,1 g,10.0,1.0,22.0,1.0,17.0,35.0,0.0,4.65,1.67,6.77,1.49,2.33,0.0,3.0,0.0,7.0,5.0,0.0,0.0,pop ice rasa cokelat,Healthy
Matcha Tea Latte,6.50 g,190.0,6.5,31.5,4.0,30.0,0.0,0.0,8.84,10.83,9.69,5.97,0.0,0.0,0.0,11.0,10.0,9.0,0.0,0.0,matcha tea latte,Snack
"Labu kuning, segar",1.20 g,51.0,1.7,10.0,0.5,0.0,280.0,2.7,2.37,2.83,3.08,0.75,18.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"labu kuning, segar",Low Carb
Susu Slim dan fit coklat,5 g,200.0,15.0,30.0,3.0,12.0,0.0,5.0,9.3,25.0,9.23,4.48,0.0,0.0,0.0,25.0,0.0,10.0,0.0,17.0,susu slim dan fit coklat,High protein
Susu Slim dan fit vanila,5 g,200.0,15.0,30.0,2.5,13.0,0.0,5.0,9.3,25.0,9.23,3.73,0.0,0.0,0.0,25.0,0.0,10.0,0.0,17.0,susu slim dan fit vanila,High protein
Fitmee mie goreng Korea,3 g,150.0,1.0,29.0,4.0,6.0,400.0,3.0,6.98,1.67,8.92,5.97,26.67,0.0,27.0,0.0,9.0,0.0,0.0,10.0,fitmee mie goreng korea,Healthy
Fitmee rasa soto,2 g,60.0,0.0,10.0,2.0,2.0,430.0,2.0,2.79,0.0,3.08,2.99,28.67,0.0,29.0,0.0,4.0,0.0,0.0,7.0,fitmee rasa soto,Low Carb
"Terong asam, segar",0.80 g,37.0,2.0,6.3,0.4,0.0,3.0,3.2,1.72,3.33,1.94,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"terong asam, segar",Low Carb
Lema / rebung asam,0.40 g,15.0,1.0,1.9,0.4,0.0,3.0,0.0,0.7,1.67,0.58,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lema / rebung asam,Low Carb
san remo pasta sauce spaghetti (mentah),3.80 g,457.0,15.0,90.0,2.5,3.1,0.0,3.8,21.26,25.0,27.69,3.73,0.0,0.0,0.0,25.0,28.0,22.0,0.0,0.0,san remo pasta sauce spaghetti (mentah),High protein
Pasta La fonte spaghetti with mushroom sauce,3 g,340.0,8.0,60.0,4.0,7.0,0.0,3.0,15.81,13.33,18.46,5.97,0.0,0.0,0.0,14.0,19.0,16.0,0.0,0.0,pasta la fonte spaghetti with mushroom sauce,Snack
Pasta La fonte spaghetti with chicken sauce,4 g,340.0,10.0,57.0,8.0,0.0,0.0,4.0,15.81,16.67,17.54,11.94,0.0,0.0,0.0,17.0,18.0,16.0,0.0,0.0,pasta la fonte spaghetti with chicken sauce,Low Sugar
tini mini biti,1 g,60.0,1.0,8.0,2.5,0.0,140.0,0.0,2.79,1.67,2.46,3.73,9.33,0.0,10.0,0.0,0.0,3.0,4.0,0.0,tini mini biti,Low Carb
Kacang atom,2.20 g,533.0,27.8,28.8,38.1,0.0,0.0,2.5,24.79,46.33,8.86,56.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang atom,High protein
"Tomat merah, segar",0.60 g,24.0,1.3,4.7,0.5,0.0,10.0,1.5,1.12,2.17,1.45,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"tomat merah, segar",Low Carb
"Tomat muda, segar",2 g,24.0,2.0,3.3,0.7,0.0,10.0,1.8,1.12,3.33,1.02,1.04,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"tomat muda, segar",Low Carb
Ikan Katombo asin,15.50 g,162.0,31.7,0.3,2.8,0.0,4393.0,0.0,7.53,52.83,0.09,4.18,292.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ikan katombo asin,High protein
Yogurt greek yummy strawberry,8 g,120.0,8.0,16.0,3.0,9.0,70.0,0.0,5.58,13.33,4.92,4.48,4.67,0.0,0.0,14.0,5.0,6.0,0.0,0.0,yogurt greek yummy strawberry,Healthy
Mayumi saus creamy serbaguna rasa pedas (180 g),591 g,100.0,0.0,3.0,10.0,3.0,270.0,0.0,4.65,0.0,0.92,14.93,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,mayumi saus creamy serbaguna rasa pedas (180 g),Low Carb
Yummy bites Originak,2 g,50.0,2.0,8.0,1.0,2.0,35.0,0.0,2.33,3.33,2.46,1.49,2.33,0.0,3.0,4.0,3.0,0.0,0.0,0.0,yummy bites originak,Low Carb
Soboro Bread,1 g,300.0,7.0,56.0,7.0,16.0,0.0,1.0,13.95,11.67,17.23,10.45,0.0,0.0,0.0,12.0,18.0,14.0,0.0,0.0,soboro bread,Snack
Beras siger,0.70 g,344.0,1.1,28.3,0.2,0.0,106.0,5.6,16.0,1.83,8.71,0.3,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beras siger,Low Sugar
Doritos Nacho Cheese,2 g,100.0,2.0,12.0,5.0,0.0,125.0,0.0,4.65,3.33,3.69,7.46,8.33,0.0,9.0,0.0,0.0,5.0,8.0,0.0,doritos nacho cheese,Low Sugar
"Ayam, ampela, goreng",1.80 g,270.0,32.3,9.9,11.2,0.0,980.0,0.0,12.56,53.83,3.05,16.72,65.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ayam, ampela, goreng",High protein
"Sop daging sapi, masakan",0.90 g,49.0,5.8,5.3,0.5,0.0,391.0,0.0,2.28,9.67,1.63,0.75,26.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sop daging sapi, masakan",Low Carb
"Sop kaki sapi, masakan",0.90 g,68.0,9.0,3.7,1.9,0.0,435.0,0.0,3.16,15.0,1.14,2.84,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sop kaki sapi, masakan",Low Carb
"Gatep, segar",1.60 g,191.0,4.5,39.7,1.5,0.0,17.0,13.4,8.88,7.5,12.22,2.24,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"gatep, segar",Low Sugar
Teh botol sosro tawar,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,teh botol sosro tawar,Low Carb
Keju Castello Brie,0 g,73.0,5.0,0.03,6.0,0.03,0.0,0.0,3.4,8.33,0.01,8.96,0.0,0.0,0.0,9.0,0.0,4.0,9.0,0.0,keju castello brie,Low Carb
Keju Castello camembert,5 g,73.0,5.0,0.03,6.0,0.03,0.0,0.0,3.4,8.33,0.01,8.96,0.0,0.0,0.0,9.0,0.0,4.0,9.0,0.0,keju castello camembert,Low Carb
"Betok wadi, masakan",3.40 g,145.0,16.3,4.1,7.0,0.0,69.0,0.0,6.74,27.17,1.26,10.45,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"betok wadi, masakan",High protein
"Ikan Papuyu / betok, segar",1.20 g,120.0,14.3,4.6,4.9,0.0,240.0,0.0,5.58,23.83,1.42,7.31,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan papuyu / betok, segar",Low Carb
Diabetasol sweetener,0 g,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,diabetasol sweetener,Low Carb
MILO cereal,2 g,110.0,2.0,23.0,1.0,9.0,0.0,2.0,5.12,3.33,7.08,1.49,0.0,0.0,0.0,0.0,8.0,6.0,0.0,7.0,milo cereal,Healthy
Origo coffe cereal latte,6.80 g,238.0,6.8,38.69,6.0,17.39,0.0,0.0,11.07,11.33,11.9,8.96,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,origo coffe cereal latte,Snack
Ayam brand chilli tuna,8 g,100.0,8.0,3.0,6.0,2.0,0.0,0.0,4.65,13.33,0.92,8.96,0.0,0.0,0.0,14.0,0.0,5.0,9.0,0.0,ayam brand chilli tuna,Low Carb
Baked Potato Chili'n cheese,8 g,460.0,19.0,71.0,11.0,7.0,0.0,8.0,21.4,31.67,21.85,16.42,0.0,0.0,0.0,32.0,22.0,0.0,0.0,27.0,baked potato chili'n cheese,High protein
Chili Cheese Fries ( 1 porsi),6 g,500.0,16.0,53.0,25.0,4.0,0.0,6.0,23.26,26.67,16.31,37.31,0.0,0.0,0.0,27.0,0.0,24.0,38.0,0.0,chili cheese fries ( 1 porsi),High protein
hilo teen,6 g,25.0,6.0,33.0,2.5,26.0,135.0,0.0,8.37,10.0,10.15,3.73,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hilo teen,Healthy
Gemez Enaak Snack Mi,2 g,40.0,2.0,13.0,4.0,0.0,240.0,0.0,4.65,3.33,4.0,5.97,16.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,gemez enaak snack mi,Low Sugar
Pankreas kambing (mentah),0 g,152.0,14.84,0.0,9.82,0.0,0.0,0.0,7.07,24.73,0.0,14.66,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,pankreas kambing (mentah),Low Carb
Domino Pizza Beef Pepperoni feast,2 g,370.0,16.0,36.0,17.0,3.0,890.0,2.0,17.21,26.67,11.08,25.37,59.33,0.0,60.0,27.0,0.0,0.0,26.0,0.0,domino pizza beef pepperoni feast,High protein
"Jasuke, jagung susu keju",3.22 g,86.0,3.22,19.02,1.18,0.0,0.0,0.0,4.0,5.37,5.85,1.76,0.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,"jasuke, jagung susu keju",Low Sugar
TEH KOTAK JASMINE TEA,0 g,100.0,0.0,26.0,0.0,26.0,15.0,0.0,4.65,0.0,8.0,0.0,1.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,teh kotak jasmine tea,Healthy
Sayur lilin-terubuk,1.40 g,36.0,2.7,4.8,0.7,0.0,30.0,1.4,1.67,4.5,1.48,1.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sayur lilin-terubuk,Low Carb
Yupi Gummy Pizza,1 g,0.0,1.0,12.0,0.0,8.0,0.0,0.0,2.33,1.67,3.69,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,yupi gummy pizza,Healthy
"Labu waluh, segar",1 g,32.0,1.1,6.6,0.1,0.0,1.0,0.5,1.49,1.83,2.03,0.15,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"labu waluh, segar",Low Carb
Waluh balamak,1 g,45.0,0.8,8.1,0.9,0.0,61.0,7.9,2.09,1.33,2.49,1.34,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,waluh balamak,Low Carb
"Ikan Kawalinya, segar",1.70 g,110.0,12.6,5.4,4.2,0.0,340.0,0.0,5.12,21.0,1.66,6.27,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan kawalinya, segar",Low Carb
